dt,Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Solar Azimuth Angle,Panel Tilt,Panel Azimuth Angle
2020-05-25 21:00:00,2020,5,25,21,0,22.9,144.0,781.0,773.0,6.0,20.4,138.0,1.0,0.0,139.0,85.8,36.37,0.15,987.0,4.4,304.0,5.3,261.2966268503042,20.0,180.0
2020-05-25 22:00:00,2020,5,25,22,0,22.8,119.0,751.0,612.0,6.0,20.0,121.0,0.0,0.0,121.0,84.48,48.92,0.15,987.0,4.1,305.0,5.4,270.4532269903796,20.0,180.0
2020-05-25 23:00:00,2020,5,25,23,0,22.3,96.0,676.0,419.0,7.0,19.5,182.0,207.0,0.0,281.0,83.94,61.47,0.15,987.0,3.7,303.0,5.1,277.9759372113584,20.0,180.0
2020-05-26 00:00:00,2020,5,26,0,0,21.2,72.0,512.0,215.0,7.0,19.0,95.0,256.0,43.0,166.0,87.09,73.79,0.15,987.0,3.4,300.0,4.6,285.10413978941244,20.0,180.0
2020-05-26 01:00:00,2020,5,26,1,0,19.8,29.0,181.0,43.0,7.0,18.4,27.0,44.0,96.0,30.0,91.71,85.59,0.15,988.0,3.3,298.0,4.2,292.537091163609,20.0,180.0
2020-05-26 12:00:00,2020,5,26,12,0,16.4,42.0,214.0,67.0,4.0,15.5,24.0,0.0,100.0,24.0,94.23,83.35,0.15,994.0,3.2,261.0,2.5,68.88167443491005,20.0,180.0
2020-05-26 13:00:00,2020,5,26,13,0,17.6,87.0,510.0,250.0,0.0,15.4,104.0,307.0,0.0,202.0,86.96,71.41,0.15,994.0,3.2,274.0,2.9,76.19119475060177,20.0,180.0
2020-05-26 14:00:00,2020,5,26,14,0,19.1,113.0,671.0,458.0,0.0,15.3,116.0,651.0,0.0,451.0,78.54,59.03,0.15,994.0,3.2,275.0,3.2,83.30664895940083,20.0,180.0
2020-05-26 15:00:00,2020,5,26,15,0,20.4,127.0,764.0,653.0,3.0,15.3,286.0,230.0,0.0,444.0,72.35,46.46,0.15,994.0,3.2,273.0,3.3,90.9795446672788,20.0,180.0
2020-05-26 16:00:00,2020,5,26,16,0,21.5,139.0,815.0,815.0,3.0,15.4,333.0,48.0,0.0,373.0,68.35,33.93,0.15,994.0,3.2,274.0,3.3,100.6457754714686,20.0,180.0
2020-05-26 17:00:00,2020,5,26,17,0,22.3,147.0,841.0,927.0,7.0,15.7,339.0,38.0,46.0,374.0,66.07,21.96,0.15,994.0,3.3,276.0,3.4,116.36787116824225,20.0,180.0
2020-05-26 18:00:00,2020,5,26,18,0,22.9,164.0,837.0,980.0,7.0,15.8,374.0,36.0,0.0,409.0,64.26,12.72,0.15,993.0,3.3,279.0,3.3,153.4227131595742,20.0,180.0
2020-05-26 19:00:00,2020,5,26,19,0,23.2,162.0,838.0,975.0,3.0,15.9,290.0,24.0,0.0,313.0,63.56,13.98,0.15,993.0,3.3,283.0,3.1,216.8005901828029,20.0,180.0
2020-05-26 20:00:00,2020,5,26,20,0,23.2,154.0,826.0,908.0,4.0,15.9,315.0,24.0,0.0,337.0,63.56,24.12,0.15,992.0,3.3,289.0,2.9,247.57116197785237,20.0,180.0
2020-05-26 21:00:00,2020,5,26,21,0,22.9,130.0,819.0,790.0,3.0,15.9,353.0,100.0,0.0,434.0,64.8,36.27,0.15,992.0,3.2,294.0,2.8,261.53132657133364,20.0,180.0
2020-05-26 22:00:00,2020,5,26,22,0,22.6,115.0,770.0,622.0,4.0,16.0,263.0,55.0,0.0,299.0,66.44,48.83,0.15,991.0,3.2,298.0,2.6,270.64042576610694,20.0,180.0
2020-05-26 23:00:00,2020,5,26,23,0,22.1,98.0,683.0,425.0,0.0,16.2,134.0,506.0,0.0,376.0,69.3,61.37,0.15,992.0,3.1,303.0,2.3,278.1339825434377,20.0,180.0
2020-05-27 00:00:00,2020,5,27,0,0,21.2,72.0,516.0,217.0,0.0,16.9,72.0,516.0,0.0,217.0,76.61,73.68,0.15,992.0,3.1,308.0,1.4,285.2433225834047,20.0,180.0
2020-05-27 01:00:00,2020,5,27,1,0,19.6,29.0,176.0,43.0,0.0,17.0,29.0,176.0,0.0,43.0,85.0,85.48,0.15,992.0,3.1,315.0,0.7,292.66282300164414,20.0,180.0
2020-05-27 12:00:00,2020,5,27,12,0,16.7,41.0,253.0,71.0,0.0,15.1,41.0,201.0,29.0,65.0,90.49,83.28,0.15,993.0,2.3,286.0,1.6,68.72635420869545,20.0,180.0
2020-05-27 13:00:00,2020,5,27,13,0,18.2,83.0,550.0,259.0,7.0,15.5,94.0,448.0,0.0,237.0,84.21,71.35,0.15,993.0,2.3,296.0,1.6,76.02424452591151,20.0,180.0
2020-05-27 14:00:00,2020,5,27,14,0,20.9,108.0,699.0,468.0,0.0,16.2,108.0,699.0,0.0,468.0,74.63,58.98,0.15,994.0,2.4,300.0,1.0,83.1196714018024,20.0,180.0
2020-05-27 15:00:00,2020,5,27,15,0,24.1,125.0,781.0,663.0,3.0,15.5,286.0,330.0,0.0,514.0,58.62,46.41,0.15,994.0,2.5,299.0,1.0,90.75766931289336,20.0,180.0
2020-05-27 16:00:00,2020,5,27,16,0,25.8,137.0,826.0,823.0,7.0,15.3,393.0,173.0,0.0,537.0,52.42,33.88,0.15,993.0,2.7,297.0,0.8,100.36079342098498,20.0,180.0
2020-05-27 17:00:00,2020,5,27,17,0,26.8,144.0,853.0,936.0,0.0,15.6,284.0,595.0,0.0,836.0,50.26,21.88,0.15,993.0,2.8,285.0,0.8,115.96710491693632,20.0,180.0
2020-05-27 18:00:00,2020,5,27,18,0,27.4,141.0,874.0,994.0,4.0,15.8,370.0,466.0,4.0,825.0,49.27,12.58,0.15,992.0,2.9,273.0,0.9,153.00051005387002,20.0,180.0
2020-05-27 19:00:00,2020,5,27,19,0,27.6,138.0,874.0,987.0,0.0,16.0,138.0,874.0,0.0,987.0,49.24,13.82,0.15,991.0,3.1,266.0,1.1,217.0720677138617,20.0,180.0
2020-05-27 20:00:00,2020,5,27,20,0,27.5,134.0,857.0,917.0,0.0,16.2,134.0,857.0,0.0,917.0,50.11,24.01,0.15,991.0,3.2,261.0,1.2,247.86805084912083,20.0,180.0
2020-05-27 21:00:00,2020,5,27,21,0,27.4,127.0,825.0,793.0,0.0,16.2,127.0,825.0,0.0,793.0,50.43,36.17,0.15,990.0,3.2,263.0,0.9,261.7565444680172,20.0,180.0
2020-05-27 22:00:00,2020,5,27,22,0,27.3,116.0,770.0,624.0,0.0,16.0,178.0,570.0,0.0,554.0,50.21,48.73,0.15,990.0,3.2,271.0,0.3,270.81981891753173,20.0,180.0
2020-05-27 23:00:00,2020,5,27,23,0,27.1,101.0,674.0,425.0,3.0,16.5,153.0,435.0,4.0,362.0,52.31,61.27,0.15,990.0,3.2,74.0,0.3,278.2851895709317,20.0,180.0
2020-05-28 00:00:00,2020,5,28,0,0,25.7,76.0,504.0,218.0,0.0,17.9,89.0,380.0,32.0,196.0,62.05,73.58,0.15,990.0,3.2,77.0,0.5,285.37619979993326,20.0,180.0
2020-05-28 01:00:00,2020,5,28,1,0,23.3,30.0,171.0,44.0,3.0,17.1,25.0,22.0,82.0,27.0,68.29,85.37,0.15,991.0,3.1,84.0,0.9,292.78250975697426,20.0,180.0
2020-05-28 12:00:00,2020,5,28,12,0,19.5,42.0,240.0,70.0,4.0,18.2,28.0,2.0,100.0,28.0,92.21,83.23,0.15,993.0,3.5,323.0,1.4,68.57534042860402,20.0,180.0
2020-05-28 13:00:00,2020,5,28,13,0,21.2,83.0,530.0,253.0,4.0,18.7,58.0,0.0,0.0,58.0,85.46,71.3,0.15,994.0,3.5,352.0,1.8,75.86208007929605,20.0,180.0
2020-05-28 14:00:00,2020,5,28,14,0,23.3,108.0,681.0,459.0,4.0,19.3,155.0,29.0,0.0,170.0,78.09,58.94,0.15,994.0,3.5,3.0,2.3,82.93814594315262,20.0,180.0
2020-05-28 15:00:00,2020,5,28,15,0,24.8,124.0,767.0,653.0,7.0,19.3,280.0,47.0,0.0,312.0,71.49,46.37,0.15,995.0,3.5,4.0,2.7,90.54222980559848,20.0,180.0
2020-05-28 16:00:00,2020,5,28,16,0,26.1,133.0,818.0,813.0,7.0,19.1,393.0,176.0,0.0,539.0,65.51,33.83,0.15,995.0,3.6,1.0,2.9,100.08363340275748,20.0,180.0
2020-05-28 17:00:00,2020,5,28,17,0,27.1,139.0,847.0,925.0,7.0,19.0,390.0,396.0,0.0,758.0,61.29,21.81,0.15,995.0,3.7,354.0,2.8,115.5748550990964,20.0,180.0
2020-05-28 18:00:00,2020,5,28,18,0,27.8,149.0,848.0,977.0,7.0,19.0,439.0,369.0,0.0,799.0,58.7,12.45,0.15,995.0,3.8,346.0,2.9,152.57418847569463,20.0,180.0
2020-05-28 19:00:00,2020,5,28,19,0,28.0,152.0,840.0,968.0,0.0,19.0,319.0,543.0,0.0,847.0,57.97,13.67,0.15,994.0,3.9,340.0,3.0,217.3293163666222,20.0,180.0
2020-05-28 20:00:00,2020,5,28,20,0,28.0,153.0,816.0,899.0,0.0,19.0,153.0,816.0,0.0,899.0,58.1,23.9,0.15,994.0,4.1,337.0,3.2,248.15253371735955,20.0,180.0
2020-05-28 21:00:00,2020,5,28,21,0,27.6,145.0,779.0,775.0,0.0,19.1,145.0,779.0,0.0,775.0,59.77,36.08,0.15,994.0,4.1,336.0,3.3,261.97214789262426,20.0,180.0
2020-05-28 22:00:00,2020,5,28,22,0,27.2,130.0,727.0,610.0,0.0,19.2,130.0,727.0,0.0,610.0,61.6,48.64,0.15,994.0,4.1,338.0,3.2,270.9913271092546,20.0,180.0
2020-05-28 23:00:00,2020,5,28,23,0,26.4,107.0,644.0,417.0,0.0,19.7,159.0,334.0,0.0,320.0,66.74,61.18,0.15,995.0,4.0,343.0,2.6,278.4295060623529,20.0,180.0
2020-05-29 00:00:00,2020,5,29,0,0,25.1,76.0,484.0,214.0,3.0,21.0,86.0,181.0,25.0,137.0,78.17,73.47,0.15,995.0,3.9,352.0,1.6,285.50273797459454,20.0,180.0
2020-05-29 01:00:00,2020,5,29,1,0,22.7,30.0,176.0,45.0,0.0,20.5,29.0,117.0,46.0,39.0,87.59,85.26,0.15,996.0,3.7,3.0,1.2,292.8961350866476,20.0,180.0
2020-05-29 12:00:00,2020,5,29,12,0,19.1,38.0,322.0,76.0,0.0,18.3,38.0,322.0,0.0,76.0,95.3,83.17,0.15,1000.0,2.2,352.0,3.1,68.42872505669692,20.0,180.0
2020-05-29 13:00:00,2020,5,29,13,0,21.2,69.0,618.0,268.0,0.0,18.4,69.0,618.0,0.0,268.0,83.9,71.25,0.15,1000.0,2.2,4.0,3.3,75.70480682763218,20.0,180.0
2020-05-29 14:00:00,2020,5,29,14,0,23.2,89.0,756.0,479.0,0.0,18.0,89.0,756.0,0.0,479.0,72.69,58.9,0.15,1001.0,2.2,22.0,3.8,82.76220098167875,20.0,180.0
2020-05-29 15:00:00,2020,5,29,15,0,24.9,104.0,828.0,676.0,0.0,18.0,104.0,828.0,0.0,676.0,65.38,46.33,0.15,1001.0,2.2,30.0,3.9,90.33339928359442,20.0,180.0
2020-05-29 16:00:00,2020,5,29,16,0,26.4,117.0,868.0,838.0,0.0,17.7,117.0,868.0,0.0,838.0,58.77,33.79,0.15,1001.0,2.2,35.0,4.0,99.81457340977768,20.0,180.0
2020-05-29 17:00:00,2020,5,29,17,0,27.6,125.0,890.0,952.0,0.0,17.3,125.0,890.0,0.0,952.0,53.5,21.75,0.15,1001.0,2.3,36.0,4.0,115.19171415750252,20.0,180.0
2020-05-29 18:00:00,2020,5,29,18,0,28.3,131.0,896.0,1006.0,0.0,17.1,131.0,896.0,0.0,1006.0,50.66,12.33,0.15,1000.0,2.4,32.0,3.9,152.14470161545785,20.0,180.0
2020-05-29 19:00:00,2020,5,29,19,0,28.8,133.0,892.0,1000.0,0.0,17.1,133.0,892.0,0.0,1000.0,49.16,13.53,0.15,1000.0,2.4,25.0,3.8,217.57172574342096,20.0,180.0
2020-05-29 20:00:00,2020,5,29,20,0,28.9,130.0,874.0,930.0,0.0,17.2,130.0,874.0,0.0,930.0,49.15,23.79,0.15,999.0,2.5,18.0,3.7,248.4243352625109,20.0,180.0
2020-05-29 21:00:00,2020,5,29,21,0,28.8,124.0,840.0,804.0,0.0,17.3,124.0,840.0,0.0,804.0,49.75,35.98,0.15,999.0,2.5,13.0,3.6,262.1780068397117,20.0,180.0
2020-05-29 22:00:00,2020,5,29,22,0,28.3,113.0,784.0,632.0,0.0,17.5,113.0,784.0,0.0,632.0,52.05,48.54,0.15,999.0,2.6,13.0,3.4,271.1548731028544,20.0,180.0
2020-05-29 23:00:00,2020,5,29,23,0,27.4,97.0,692.0,432.0,0.0,18.7,97.0,692.0,0.0,432.0,59.2,61.08,0.15,999.0,2.6,16.0,2.7,278.5668815820149,20.0,180.0
2020-05-30 00:00:00,2020,5,30,0,0,25.6,73.0,524.0,223.0,0.0,20.5,78.0,480.0,36.0,215.0,73.63,73.37,0.15,999.0,2.6,21.0,1.7,285.6229051875092,20.0,180.0
2020-05-30 01:00:00,2020,5,30,1,0,22.8,31.0,185.0,47.0,7.0,19.5,31.0,110.0,100.0,40.0,81.86,85.15,0.15,999.0,2.6,27.0,1.3,293.00368387230475,20.0,180.0
2020-05-30 12:00:00,2020,5,30,12,0,17.1,40.0,320.0,78.0,0.0,15.1,40.0,320.0,0.0,78.0,88.04,83.12,0.15,1001.0,1.8,44.0,2.4,68.28659599023331,20.0,180.0
2020-05-30 13:00:00,2020,5,30,13,0,19.2,72.0,622.0,272.0,0.0,16.1,72.0,622.0,0.0,272.0,82.49,71.21,0.15,1001.0,1.9,43.0,2.2,75.5525253396774,20.0,180.0
2020-05-30 14:00:00,2020,5,30,14,0,22.7,90.0,764.0,485.0,0.0,16.8,90.0,764.0,0.0,485.0,69.44,58.86,0.15,1001.0,2.0,66.0,1.9,82.59195873125083,20.0,180.0
2020-05-30 15:00:00,2020,5,30,15,0,25.7,102.0,841.0,683.0,0.0,15.9,102.0,841.0,0.0,683.0,54.56,46.3,0.15,1001.0,2.1,95.0,2.0,90.13134222752524,20.0,180.0
2020-05-30 16:00:00,2020,5,30,16,0,27.0,109.0,886.0,846.0,0.0,15.7,109.0,886.0,0.0,846.0,50.09,33.75,0.15,1001.0,2.1,100.0,1.7,99.55387772905384,20.0,180.0
2020-05-30 17:00:00,2020,5,30,17,0,27.9,115.0,909.0,960.0,0.0,16.1,115.0,909.0,0.0,960.0,48.54,21.7,0.15,1000.0,2.2,94.0,1.6,114.81825265439312,20.0,180.0
2020-05-30 18:00:00,2020,5,30,18,0,28.6,118.0,919.0,1016.0,0.0,16.5,130.0,897.0,0.0,1007.0,47.87,12.21,0.15,999.0,2.3,82.0,1.8,151.7130384559594,20.0,180.0
2020-05-30 19:00:00,2020,5,30,19,0,29.0,118.0,916.0,1009.0,0.0,16.8,118.0,916.0,0.0,1009.0,47.86,13.39,0.15,999.0,2.3,75.0,2.0,217.7986829584956,20.0,180.0
2020-05-30 20:00:00,2020,5,30,20,0,29.2,116.0,900.0,940.0,0.0,17.1,116.0,900.0,0.0,940.0,48.12,23.68,0.15,998.0,2.4,73.0,2.3,248.6831841494448,20.0,180.0
2020-05-30 21:00:00,2020,5,30,21,0,29.0,112.0,867.0,814.0,0.0,17.4,112.0,867.0,0.0,814.0,49.66,35.89,0.15,998.0,2.5,74.0,2.5,262.37399435275984,20.0,180.0
2020-05-30 22:00:00,2020,5,30,22,0,28.6,102.0,814.0,642.0,0.0,17.7,102.0,814.0,0.0,642.0,51.65,48.45,0.15,998.0,2.5,77.0,2.7,271.3103820622109,20.0,180.0
2020-05-30 23:00:00,2020,5,30,23,0,27.6,88.0,727.0,441.0,0.0,18.5,88.0,727.0,0.0,441.0,57.71,60.99,0.15,998.0,2.5,80.0,2.5,278.69726769572105,20.0,180.0
2020-05-31 00:00:00,2020,5,31,0,0,25.7,67.0,569.0,231.0,0.0,20.1,67.0,569.0,0.0,231.0,71.45,73.27,0.16,998.0,2.4,85.0,1.9,285.7366711689665,20.0,180.0
2020-05-31 01:00:00,2020,5,31,1,0,22.7,31.0,232.0,51.0,0.0,19.3,31.0,232.0,0.0,51.0,81.25,85.05,0.16,998.0,2.4,91.0,1.6,293.10514221252026,20.0,180.0
2020-05-31 12:00:00,2020,5,31,12,0,18.9,41.0,292.0,76.0,0.0,17.4,41.0,292.0,0.0,76.0,91.13,83.07,0.16,1001.0,2.4,88.0,2.7,68.14903598651063,20.0,180.0
2020-05-31 13:00:00,2020,5,31,13,0,20.9,76.0,586.0,265.0,0.0,18.5,76.0,586.0,0.0,265.0,85.92,71.17,0.16,1001.0,2.4,92.0,2.6,75.40533023694144,20.0,180.0
2020-05-31 14:00:00,2020,5,31,14,0,24.4,97.0,732.0,476.0,0.0,18.8,97.0,732.0,0.0,476.0,70.84,58.83,0.16,1002.0,2.4,103.0,2.6,82.42753402912439,20.0,180.0
2020-05-31 15:00:00,2020,5,31,15,0,26.8,112.0,811.0,673.0,0.0,17.6,112.0,811.0,0.0,673.0,57.11,46.27,0.16,1001.0,2.4,111.0,2.5,89.93621304524237,20.0,180.0
2020-05-31 16:00:00,2020,5,31,16,0,27.9,123.0,856.0,835.0,0.0,17.9,123.0,856.0,0.0,835.0,54.68,33.72,0.16,1001.0,2.5,104.0,2.1,99.30179494826756,20.0,180.0
2020-05-31 17:00:00,2020,5,31,17,0,28.7,129.0,881.0,948.0,0.0,18.4,166.0,815.0,4.0,924.0,53.64,21.65,0.16,1001.0,2.6,92.0,2.1,114.45501502600212,20.0,180.0
2020-05-31 18:00:00,2020,5,31,18,0,29.3,142.0,879.0,1001.0,2.0,18.6,331.0,554.0,14.0,873.0,52.6,12.1,0.16,1000.0,2.7,88.0,2.2,151.28021468128867,20.0,180.0
2020-05-31 19:00:00,2020,5,31,19,0,29.6,141.0,876.0,994.0,0.0,18.7,238.0,706.0,7.0,925.0,51.93,13.26,0.16,1000.0,2.7,91.0,2.4,218.00957444456287,20.0,180.0
2020-05-31 20:00:00,2020,5,31,20,0,29.6,138.0,859.0,925.0,7.0,18.6,409.0,345.0,0.0,725.0,51.8,23.58,0.16,999.0,2.8,94.0,2.6,248.9288142183001,20.0,180.0
2020-05-31 21:00:00,2020,5,31,21,0,29.4,131.0,828.0,803.0,7.0,18.5,373.0,249.0,0.0,575.0,52.08,35.8,0.16,999.0,2.8,95.0,2.8,262.5599873353348,20.0,180.0
2020-05-31 22:00:00,2020,5,31,22,0,28.7,118.0,777.0,634.0,7.0,18.4,175.0,618.0,0.0,586.0,53.88,48.36,0.16,999.0,2.8,96.0,2.8,271.4577821585402,20.0,180.0
2020-05-31 23:00:00,2020,5,31,23,0,27.5,100.0,692.0,437.0,7.0,19.2,117.0,605.0,21.0,411.0,60.49,60.89,0.16,999.0,2.7,98.0,2.3,278.8206184373849,20.0,180.0
2020-06-01 00:00:00,2020,6,1,0,0,25.6,76.0,529.0,229.0,7.0,20.6,104.0,205.0,29.0,163.0,73.89,73.18,0.16,999.0,2.7,99.0,1.7,285.8440076551912,20.0,180.0
2020-06-01 01:00:00,2020,6,1,1,0,23.2,33.0,209.0,51.0,6.0,19.8,29.0,12.0,100.0,30.0,80.98,84.95,0.16,999.0,2.6,98.0,1.5,293.20049768140234,20.0,180.0
2020-06-01 12:00:00,2020,6,1,12,0,19.6,43.0,236.0,72.0,0.0,18.8,44.0,231.0,4.0,72.0,94.86,83.03,0.16,1001.0,3.1,113.0,2.0,68.0161219255279,20.0,180.0
2020-06-01 13:00:00,2020,6,1,13,0,20.8,89.0,517.0,256.0,4.0,19.1,120.0,136.0,0.0,164.0,90.12,71.14,0.16,1001.0,3.1,115.0,2.0,75.26330942806442,20.0,180.0
2020-06-01 14:00:00,2020,6,1,14,0,22.7,115.0,668.0,461.0,7.0,19.2,206.0,261.0,0.0,341.0,80.75,58.8,0.16,1001.0,3.1,124.0,2.0,82.26903350407724,20.0,180.0
2020-06-01 15:00:00,2020,6,1,15,0,24.7,134.0,754.0,655.0,7.0,18.7,313.0,208.0,0.0,457.0,69.36,46.25,0.16,1001.0,3.2,136.0,2.2,89.7481550926197,20.0,180.0
2020-06-01 16:00:00,2020,6,1,16,0,26.2,145.0,804.0,814.0,7.0,18.2,386.0,260.0,0.0,602.0,61.56,33.69,0.16,1001.0,3.3,138.0,2.2,99.05855659568044,20.0,180.0
2020-06-01 17:00:00,2020,6,1,17,0,27.4,153.0,831.0,926.0,7.0,18.2,458.0,190.0,0.0,635.0,57.2,21.6,0.16,1001.0,3.4,128.0,2.0,114.10251654041576,20.0,180.0
2020-06-01 18:00:00,2020,6,1,18,0,28.3,167.0,828.0,977.0,3.0,18.4,397.0,456.0,0.0,843.0,54.99,12.0,0.16,1000.0,3.5,114.0,2.0,150.84726536571463,20.0,180.0
2020-06-01 19:00:00,2020,6,1,19,0,29.0,169.0,824.0,971.0,7.0,18.6,449.0,351.0,0.0,791.0,53.59,13.13,0.16,999.0,3.6,106.0,2.1,218.2037897661452,20.0,180.0
2020-06-01 20:00:00,2020,6,1,20,0,29.2,166.0,804.0,903.0,7.0,18.8,417.0,331.0,0.0,721.0,53.37,23.48,0.16,999.0,3.7,104.0,2.3,249.16096625688755,20.0,180.0
2020-06-01 21:00:00,2020,6,1,21,0,29.0,160.0,762.0,779.0,7.0,18.7,296.0,491.0,0.0,695.0,53.74,35.71,0.16,998.0,3.7,105.0,2.3,262.73586763140065,20.0,180.0
2020-06-01 22:00:00,2020,6,1,22,0,28.4,145.0,701.0,612.0,7.0,18.7,218.0,506.0,0.0,555.0,55.74,48.28,0.16,997.0,3.7,111.0,2.1,271.5970053589351,20.0,180.0
2020-06-01 23:00:00,2020,6,1,23,0,27.6,124.0,600.0,417.0,7.0,19.4,203.0,192.0,0.0,297.0,61.02,60.8,0.16,997.0,3.8,119.0,1.7,278.9368909327502,20.0,180.0
2020-06-02 00:00:00,2020,6,2,0,0,25.9,90.0,432.0,216.0,7.0,21.0,107.0,102.0,29.0,137.0,74.24,73.08,0.16,997.0,3.9,126.0,1.3,285.944888912256,20.0,180.0
2020-06-02 01:00:00,2020,6,2,1,0,23.7,33.0,143.0,46.0,4.0,20.3,30.0,23.0,100.0,32.0,81.37,84.85,0.16,997.0,3.9,133.0,1.2,293.2897397889666,20.0,180.0
2020-06-02 12:00:00,2020,6,2,12,0,21.9,43.0,228.0,71.0,3.0,20.6,41.0,52.0,82.0,47.0,92.48,82.99,0.16,998.0,4.7,147.0,1.1,67.88792466280199,20.0,180.0
2020-06-02 13:00:00,2020,6,2,13,0,23.4,87.0,506.0,251.0,0.0,20.6,92.0,453.0,0.0,239.0,84.16,71.11,0.16,999.0,4.6,144.0,1.6,75.12654394530921,20.0,180.0
2020-06-02 14:00:00,2020,6,2,14,0,25.2,112.0,659.0,454.0,0.0,20.7,118.0,639.0,4.0,449.0,76.07,58.78,0.16,999.0,4.5,160.0,1.7,82.11655540097553,20.0,180.0
2020-06-02 15:00:00,2020,6,2,15,0,26.8,129.0,746.0,645.0,0.0,20.8,129.0,746.0,0.0,645.0,69.61,46.23,0.16,999.0,4.5,165.0,1.8,89.56730048144482,20.0,180.0
2020-06-02 16:00:00,2020,6,2,16,0,28.1,141.0,797.0,804.0,0.0,20.9,141.0,797.0,0.0,804.0,65.12,33.67,0.16,999.0,4.5,167.0,2.0,98.82437686535708,20.0,180.0
2020-06-02 17:00:00,2020,6,2,17,0,29.4,149.0,825.0,916.0,0.0,21.1,200.0,693.0,0.0,845.0,60.99,21.56,0.16,998.0,4.5,171.0,2.2,113.7612421113148,20.0,180.0
2020-06-02 18:00:00,2020,6,2,18,0,30.2,160.0,826.0,968.0,3.0,21.2,367.0,386.0,0.0,745.0,58.47,11.9,0.16,998.0,4.6,173.0,2.4,150.41524054957097,20.0,180.0
2020-06-02 19:00:00,2020,6,2,19,0,30.6,164.0,819.0,962.0,0.0,21.1,296.0,516.0,4.0,799.0,56.98,13.0,0.16,997.0,4.6,174.0,2.5,218.3807271291536,20.0,180.0
2020-06-02 20:00:00,2020,6,2,20,0,30.5,158.0,804.0,896.0,0.0,21.0,236.0,519.0,4.0,712.0,57.0,23.38,0.16,996.0,4.7,172.0,2.4,249.37938983637287,20.0,180.0
2020-06-02 21:00:00,2020,6,2,21,0,30.2,146.0,778.0,778.0,0.0,21.0,212.0,600.0,0.0,700.0,57.83,35.62,0.16,995.0,4.7,169.0,2.2,262.9015229819288,20.0,180.0
2020-06-02 22:00:00,2020,6,2,22,0,29.9,130.0,727.0,615.0,0.0,21.3,130.0,727.0,0.0,615.0,60.12,48.19,0.16,995.0,4.7,164.0,2.0,271.7279880798434,20.0,180.0
2020-06-02 23:00:00,2020,6,2,23,0,29.3,109.0,643.0,423.0,0.0,21.8,109.0,643.0,0.0,423.0,64.07,60.72,0.16,995.0,4.6,160.0,1.7,279.0460459203016,20.0,180.0
2020-06-03 00:00:00,2020,6,3,0,0,27.7,80.0,486.0,222.0,0.0,23.3,80.0,486.0,0.0,222.0,77.17,72.99,0.16,995.0,4.6,156.0,1.2,286.03929219718435,20.0,180.0
2020-06-03 01:00:00,2020,6,3,1,0,25.8,33.0,186.0,50.0,0.0,22.2,33.0,186.0,0.0,50.0,80.78,84.75,0.16,995.0,4.5,154.0,1.2,293.3728604226387,20.0,180.0
2020-06-03 12:00:00,2020,6,3,12,0,22.7,44.0,228.0,72.0,0.0,21.1,44.0,228.0,0.0,72.0,90.91,82.96,0.16,996.0,4.4,216.0,2.3,67.76450967036953,20.0,180.0
2020-06-03 13:00:00,2020,6,3,13,0,24.5,86.0,515.0,253.0,0.0,21.7,86.0,515.0,0.0,253.0,84.4,71.09,0.16,996.0,4.4,214.0,2.4,74.9951085988946,20.0,180.0
2020-06-03 14:00:00,2020,6,3,14,0,26.8,108.0,675.0,458.0,0.0,21.5,108.0,675.0,0.0,458.0,72.94,58.76,0.16,996.0,4.3,220.0,3.0,81.9701903013007,20.0,180.0
2020-06-03 15:00:00,2020,6,3,15,0,28.3,120.0,767.0,651.0,0.0,21.1,120.0,767.0,0.0,651.0,65.16,46.21,0.16,996.0,4.3,212.0,3.0,89.39377095006756,20.0,180.0
2020-06-03 16:00:00,2020,6,3,16,0,29.6,127.0,822.0,811.0,0.0,20.8,127.0,822.0,0.0,811.0,59.06,33.65,0.16,995.0,4.2,205.0,2.9,98.59945375470886,20.0,180.0
2020-06-03 17:00:00,2020,6,3,17,0,30.6,131.0,854.0,925.0,0.0,20.6,131.0,854.0,0.0,925.0,55.12,21.53,0.16,995.0,4.3,199.0,2.7,113.43164740232493,20.0,180.0
2020-06-03 18:00:00,2020,6,3,18,0,31.3,122.0,882.0,985.0,0.0,20.4,122.0,882.0,0.0,985.0,52.55,11.81,0.16,994.0,4.3,194.0,2.5,149.98520406791874,20.0,180.0
2020-06-03 19:00:00,2020,6,3,19,0,31.8,120.0,882.0,980.0,0.0,20.4,120.0,882.0,0.0,980.0,50.79,12.88,0.16,993.0,4.3,191.0,2.3,218.53979952020487,20.0,180.0
2020-06-03 20:00:00,2020,6,3,20,0,32.1,117.0,869.0,915.0,0.0,20.3,117.0,869.0,0.0,915.0,49.66,23.29,0.16,992.0,4.3,187.0,2.2,249.58384450085748,20.0,180.0
2020-06-03 21:00:00,2020,6,3,21,0,32.0,111.0,839.0,794.0,0.0,20.2,111.0,839.0,0.0,794.0,49.78,35.53,0.16,992.0,4.4,183.0,2.1,263.05684738288267,20.0,180.0
