dt,Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Solar Azimuth Angle,Panel Tilt,Panel Azimuth Angle
2020-01-01 14:00:00,2020,1,1,14,0,5.4,31.0,334.0,60.0,7.0,-0.9,21.0,0.0,100.0,21.0,63.74,85.1,0.12,996.0,1.5,191.0,3.3,121.348400348315,20.0,180.0
2020-01-01 15:00:00,2020,1,1,15,0,6.7,61.0,640.0,227.0,7.0,-0.7,24.0,0.0,43.0,24.0,59.38,75.01,0.12,996.0,1.6,184.0,3.8,130.79533586624882,20.0,180.0
2020-01-01 16:00:00,2020,1,1,16,0,8.3,81.0,754.0,384.0,6.0,-0.3,32.0,0.0,0.0,32.0,54.73,66.34,0.12,996.0,1.8,181.0,4.0,142.15968546903505,20.0,180.0
2020-01-01 17:00:00,2020,1,1,17,0,10.1,96.0,806.0,501.0,6.0,-0.3,73.0,0.0,0.0,73.0,48.48,59.83,0.12,995.0,1.9,183.0,4.3,155.81396457457345,20.0,180.0
2020-01-01 18:00:00,2020,1,1,18,0,11.2,96.0,842.0,564.0,6.0,-0.6,81.0,0.0,0.0,81.0,44.08,56.27,0.12,993.0,2.0,186.0,4.6,171.53915317099734,20.0,180.0
2020-01-01 19:00:00,2020,1,1,19,0,11.6,95.0,846.0,565.0,6.0,-0.7,72.0,0.0,0.0,72.0,42.72,56.23,0.12,991.0,2.0,190.0,4.6,188.1481079808919,20.0,180.0
2020-01-01 20:00:00,2020,1,1,20,0,12.0,88.0,826.0,504.0,6.0,-0.2,129.0,1.0,0.0,130.0,42.89,59.72,0.12,990.0,2.0,192.0,4.6,203.90819130673128,20.0,180.0
2020-01-01 21:00:00,2020,1,1,21,0,11.9,75.0,777.0,389.0,7.0,0.6,111.0,3.0,0.0,112.0,45.99,66.17,0.12,989.0,2.0,190.0,4.6,217.6127237323564,20.0,180.0
2020-01-01 22:00:00,2020,1,1,22,0,11.4,59.0,655.0,231.0,7.0,1.9,70.0,2.0,57.0,71.0,52.11,74.81,0.12,989.0,1.9,187.0,4.6,229.0249696154768,20.0,180.0
2020-01-01 23:00:00,2020,1,1,23,0,10.7,31.0,345.0,62.0,7.0,3.1,23.0,0.0,100.0,23.0,59.32,84.87,0.12,988.0,1.8,186.0,4.6,238.5104782460889,20.0,180.0
2020-01-02 14:00:00,2020,1,2,14,0,10.5,28.0,356.0,58.0,6.0,9.8,8.0,0.0,100.0,8.0,95.72,85.14,0.12,983.0,2.7,176.0,3.8,121.21392425301389,20.0,180.0
2020-01-02 15:00:00,2020,1,2,15,0,12.0,51.0,673.0,225.0,6.0,10.5,37.0,0.0,43.0,37.0,90.25,75.03,0.12,984.0,2.6,183.0,4.4,130.65338064836374,20.0,180.0
2020-01-02 16:00:00,2020,1,2,16,0,13.7,63.0,802.0,385.0,7.0,10.9,33.0,0.0,0.0,33.0,83.21,66.33,0.12,984.0,2.6,193.0,5.0,142.00947394818144,20.0,180.0
2020-01-02 17:00:00,2020,1,2,17,0,15.0,69.0,864.0,504.0,6.0,11.1,70.0,0.0,0.0,70.0,77.49,59.8,0.12,983.0,2.6,193.0,4.9,155.66067852162325,20.0,180.0
2020-01-02 18:00:00,2020,1,2,18,0,16.4,72.0,889.0,567.0,6.0,11.2,96.0,0.0,0.0,96.0,71.16,56.2,0.12,982.0,2.6,198.0,5.1,171.39621774097054,20.0,180.0
2020-01-02 19:00:00,2020,1,2,19,0,17.3,73.0,892.0,570.0,7.0,11.2,61.0,0.0,14.0,61.0,67.23,56.13,0.12,981.0,2.5,200.0,4.8,188.0324334637399,20.0,180.0
2020-01-02 20:00:00,2020,1,2,20,0,17.8,69.0,872.0,510.0,8.0,11.2,54.0,0.0,0.0,54.0,65.26,59.6,0.12,980.0,2.4,201.0,4.4,203.82897898824112,20.0,180.0
2020-01-02 21:00:00,2020,1,2,21,0,17.6,63.0,814.0,394.0,8.0,11.6,78.0,2.0,0.0,79.0,67.9,66.04,0.12,980.0,2.3,203.0,3.4,217.5676371239589,20.0,180.0
2020-01-02 22:00:00,2020,1,2,22,0,15.8,52.0,692.0,235.0,8.0,12.5,48.0,0.0,57.0,48.0,80.79,74.67,0.12,981.0,2.2,197.0,1.8,229.0062933215437,20.0,180.0
2020-01-02 23:00:00,2020,1,2,23,0,13.2,29.0,389.0,65.0,4.0,12.1,19.0,0.0,100.0,19.0,93.11,84.74,0.12,982.0,2.1,193.0,1.4,238.5109984197756,20.0,180.0
2020-01-03 14:00:00,2020,1,3,14,0,6.8,34.0,250.0,55.0,4.0,5.4,24.0,2.0,100.0,24.0,90.6,85.16,0.12,992.0,1.7,327.0,4.9,121.0743392024862,20.0,180.0
2020-01-03 15:00:00,2020,1,3,15,0,9.0,69.0,592.0,222.0,0.0,5.4,69.0,280.0,11.0,141.0,77.94,75.04,0.12,994.0,1.7,337.0,5.5,130.506974340679,20.0,180.0
2020-01-03 16:00:00,2020,1,3,16,0,11.5,86.0,745.0,385.0,0.0,5.5,86.0,745.0,0.0,385.0,66.8,66.32,0.12,994.0,1.6,341.0,5.7,141.85574515644402,20.0,180.0
2020-01-03 17:00:00,2020,1,3,17,0,13.3,93.0,823.0,508.0,0.0,5.5,93.0,823.0,0.0,508.0,59.16,59.75,0.12,995.0,1.6,339.0,5.6,155.50533131952477,20.0,180.0
2020-01-03 18:00:00,2020,1,3,18,0,14.3,104.0,836.0,570.0,0.0,4.9,104.0,836.0,0.0,570.0,53.38,56.12,0.12,994.0,1.6,334.0,5.6,171.2533023468526,20.0,180.0
2020-01-03 19:00:00,2020,1,3,19,0,14.8,96.0,859.0,576.0,0.0,4.2,96.0,859.0,0.0,576.0,48.97,56.03,0.12,994.0,1.5,329.0,5.7,187.91915120667076,20.0,180.0
2020-01-03 20:00:00,2020,1,3,20,0,14.6,87.0,850.0,519.0,0.0,3.3,87.0,850.0,0.0,519.0,46.65,59.47,0.12,995.0,1.4,326.0,5.8,203.75415720470883,20.0,180.0
2020-01-03 21:00:00,2020,1,3,21,0,14.0,78.0,791.0,401.0,4.0,2.5,172.0,148.0,0.0,232.0,45.95,65.9,0.12,996.0,1.3,325.0,5.7,217.52820057900985,20.0,180.0
2020-01-03 22:00:00,2020,1,3,22,0,12.8,58.0,688.0,242.0,0.0,2.3,65.0,599.0,0.0,225.0,48.8,74.53,0.12,997.0,1.2,326.0,4.5,228.99392788804496,20.0,180.0
2020-01-03 23:00:00,2020,1,3,23,0,9.6,30.0,405.0,68.0,0.0,2.9,30.0,405.0,0.0,68.0,63.0,84.6,0.12,998.0,1.0,326.0,2.5,238.518204069987,20.0,180.0
2020-01-04 14:00:00,2020,1,4,14,0,4.2,26.0,437.0,63.0,0.0,0.7,26.0,437.0,0.0,63.0,77.8,85.18,0.12,1007.0,1.0,356.0,3.1,120.92974019254888,20.0,180.0
2020-01-04 15:00:00,2020,1,4,15,0,6.8,46.0,750.0,240.0,0.0,0.6,46.0,750.0,0.0,240.0,64.61,75.04,0.12,1008.0,1.0,23.0,2.5,130.35621179934554,20.0,180.0
2020-01-04 16:00:00,2020,1,4,16,0,9.9,56.0,873.0,407.0,0.0,-1.5,56.0,873.0,0.0,407.0,44.92,66.29,0.12,1008.0,1.0,58.0,3.0,141.69859219276248,20.0,180.0
2020-01-04 17:00:00,2020,1,4,17,0,11.8,61.0,931.0,531.0,0.0,-1.5,61.0,931.0,0.0,531.0,39.53,59.69,0.12,1008.0,1.0,70.0,2.3,155.34801312670413,20.0,180.0
2020-01-04 18:00:00,2020,1,4,18,0,13.0,66.0,953.0,598.0,0.0,-0.9,66.0,953.0,0.0,598.0,38.23,56.04,0.12,1007.0,1.0,78.0,1.4,171.11049706898962,20.0,180.0
2020-01-04 19:00:00,2020,1,4,19,0,13.9,66.0,953.0,600.0,0.0,-0.4,66.0,953.0,0.0,600.0,37.38,55.91,0.12,1006.0,1.0,96.0,0.5,187.808354961948,20.0,180.0
2020-01-04 20:00:00,2020,1,4,20,0,14.4,64.0,926.0,536.0,0.0,0.1,64.0,926.0,0.0,536.0,37.57,59.34,0.12,1006.0,1.1,217.0,0.5,203.68381758876544,20.0,180.0
2020-01-04 21:00:00,2020,1,4,21,0,14.3,58.0,871.0,416.0,0.0,0.5,58.0,871.0,0.0,416.0,39.05,65.76,0.12,1006.0,1.1,246.0,0.7,217.4944914299499,20.0,180.0
2020-01-04 22:00:00,2020,1,4,22,0,13.4,48.0,754.0,251.0,0.0,3.4,48.0,754.0,0.0,251.0,50.77,74.38,0.12,1006.0,1.1,211.0,0.2,228.98792900101904,20.0,180.0
2020-01-04 23:00:00,2020,1,4,23,0,11.1,28.0,468.0,73.0,0.0,2.0,28.0,468.0,0.0,73.0,53.39,84.45,0.12,1006.0,1.1,106.0,0.8,238.5321281952403,20.0,180.0
2020-01-05 14:00:00,2020,1,5,14,0,6.8,28.0,402.0,62.0,0.0,0.4,28.0,402.0,0.0,62.0,63.71,85.19,0.14,1003.0,0.8,217.0,4.6,120.78022282330808,20.0,180.0
2020-01-05 15:00:00,2020,1,5,15,0,9.9,53.0,728.0,241.0,0.0,0.7,53.0,728.0,0.0,241.0,52.77,75.03,0.14,1004.0,0.8,223.0,4.3,130.20118715322394,20.0,180.0
2020-01-05 16:00:00,2020,1,5,16,0,13.9,66.0,857.0,411.0,0.0,1.1,66.0,857.0,0.0,411.0,41.8,66.26,0.14,1004.0,0.8,241.0,5.0,141.53810610998568,20.0,180.0
2020-01-05 17:00:00,2020,1,5,17,0,16.7,71.0,919.0,536.0,0.0,1.2,71.0,919.0,0.0,536.0,35.13,59.63,0.14,1003.0,0.8,256.0,5.0,155.18881100116084,20.0,180.0
2020-01-05 18:00:00,2020,1,5,18,0,18.3,68.0,961.0,606.0,0.0,1.6,68.0,961.0,0.0,606.0,32.67,55.95,0.14,1002.0,0.8,267.0,4.2,170.96788847024072,20.0,180.0
2020-01-05 19:00:00,2020,1,5,19,0,19.1,68.0,962.0,609.0,0.0,2.0,68.0,962.0,0.0,609.0,31.88,55.79,0.14,1001.0,0.8,279.0,3.5,187.70013507158467,20.0,180.0
2020-01-05 20:00:00,2020,1,5,20,0,19.3,65.0,940.0,546.0,0.0,2.3,65.0,940.0,0.0,546.0,32.33,59.2,0.14,1001.0,0.8,299.0,3.0,203.6180482585438,20.0,180.0
2020-01-05 21:00:00,2020,1,5,21,0,18.6,69.0,852.0,421.0,0.0,3.0,69.0,852.0,0.0,421.0,35.4,65.61,0.14,1001.0,0.8,321.0,2.8,217.4665829368568,20.0,180.0
2020-01-05 22:00:00,2020,1,5,22,0,15.7,56.0,721.0,252.0,0.0,6.5,56.0,721.0,0.0,252.0,54.24,74.23,0.14,1001.0,0.9,341.0,1.7,228.9883476281848,20.0,180.0
2020-01-05 23:00:00,2020,1,5,23,0,11.5,32.0,418.0,73.0,0.0,5.6,32.0,418.0,0.0,73.0,67.0,84.31,0.14,1002.0,0.9,356.0,1.8,238.5527985789374,20.0,180.0
2020-01-06 14:00:00,2020,1,6,14,0,5.5,28.0,390.0,61.0,0.0,4.3,28.0,390.0,0.0,61.0,91.82,85.2,0.14,1001.0,1.0,352.0,1.8,120.62588289094526,20.0,180.0
2020-01-06 15:00:00,2020,1,6,15,0,7.8,53.0,715.0,238.0,0.0,4.9,54.0,700.0,0.0,235.0,82.08,75.02,0.14,1001.0,1.0,332.0,1.4,130.04199337915895,20.0,180.0
2020-01-06 16:00:00,2020,1,6,16,0,11.2,66.0,841.0,405.0,0.0,6.0,66.0,841.0,0.0,405.0,70.24,66.22,0.14,1001.0,1.1,292.0,1.0,141.37437546617446,20.0,180.0
2020-01-06 17:00:00,2020,1,6,17,0,15.5,74.0,896.0,528.0,0.0,4.7,74.0,896.0,0.0,528.0,48.54,59.57,0.14,1000.0,1.2,276.0,2.2,155.0278084272329,20.0,180.0
2020-01-06 18:00:00,2020,1,6,18,0,17.0,74.0,929.0,596.0,0.0,4.3,95.0,855.0,0.0,575.0,42.82,55.85,0.14,999.0,1.2,285.0,2.6,170.82555912427824,20.0,180.0
2020-01-06 19:00:00,2020,1,6,19,0,17.7,75.0,925.0,597.0,0.0,4.4,83.0,895.0,0.0,588.0,41.34,55.66,0.14,998.0,1.3,296.0,2.8,187.59457804306732,20.0,180.0
2020-01-06 20:00:00,2020,1,6,20,0,18.0,73.0,896.0,534.0,0.0,4.5,73.0,896.0,0.0,534.0,40.89,59.05,0.14,998.0,1.4,307.0,3.1,203.5569334651994,20.0,180.0
2020-01-06 21:00:00,2020,1,6,21,0,17.6,69.0,828.0,413.0,0.0,4.6,73.0,810.0,0.0,409.0,42.29,65.46,0.14,999.0,1.4,316.0,3.4,217.44454400570092,20.0,180.0
2020-01-06 22:00:00,2020,1,6,22,0,15.5,59.0,693.0,249.0,0.0,6.2,68.0,603.0,32.0,234.0,53.76,74.07,0.14,1000.0,1.4,325.0,2.6,228.99522981776036,20.0,180.0
2020-01-06 23:00:00,2020,1,6,23,0,11.8,33.0,385.0,72.0,0.0,5.8,34.0,328.0,25.0,67.0,66.6,84.16,0.14,1001.0,1.4,329.0,2.3,238.580237667224,20.0,180.0
2020-01-07 14:00:00,2020,1,7,14,0,3.2,25.0,511.0,68.0,0.0,-2.3,25.0,511.0,0.0,68.0,67.14,85.2,0.13,1009.0,0.4,328.0,3.2,120.46681596688067,20.0,180.0
2020-01-07 15:00:00,2020,1,7,15,0,5.7,44.0,797.0,250.0,0.0,-1.7,44.0,797.0,0.0,250.0,59.15,75.0,0.13,1010.0,0.5,319.0,2.4,129.87872186999982,20.0,180.0
2020-01-07 16:00:00,2020,1,7,16,0,9.1,53.0,916.0,423.0,0.0,-0.4,53.0,916.0,0.0,423.0,51.31,66.18,0.13,1010.0,0.5,297.0,1.5,141.20748587387374,20.0,180.0
2020-01-07 17:00:00,2020,1,7,17,0,13.6,59.0,970.0,551.0,0.0,-2.2,59.0,970.0,0.0,551.0,33.36,59.49,0.13,1009.0,0.5,301.0,0.8,154.86508484645503,20.0,180.0
2020-01-07 18:00:00,2020,1,7,18,0,16.1,60.0,994.0,620.0,0.0,-4.6,60.0,994.0,0.0,620.0,23.89,55.74,0.13,1008.0,0.5,262.0,0.6,170.68358714565727,20.0,180.0
2020-01-07 19:00:00,2020,1,7,19,0,16.9,61.0,995.0,624.0,0.0,-4.5,61.0,995.0,0.0,624.0,22.74,55.53,0.13,1007.0,0.5,219.0,1.1,187.49176612363075,20.0,180.0
2020-01-07 20:00:00,2020,1,7,20,0,17.1,59.0,974.0,562.0,0.0,-4.2,59.0,974.0,0.0,562.0,23.0,58.9,0.13,1007.0,0.5,210.0,1.7,203.5005532426232,20.0,180.0
2020-01-07 21:00:00,2020,1,7,21,0,16.9,65.0,896.0,439.0,0.0,-3.6,65.0,896.0,0.0,439.0,24.45,65.3,0.13,1006.0,0.5,210.0,1.8,217.42843892765077,20.0,180.0
2020-01-07 22:00:00,2020,1,7,22,0,14.6,54.0,781.0,270.0,0.0,4.6,54.0,781.0,0.0,270.0,51.21,73.92,0.13,1007.0,0.5,203.0,0.9,229.0086165223773,20.0,180.0
2020-01-07 23:00:00,2020,1,7,23,0,11.6,32.0,495.0,84.0,0.0,0.2,32.0,495.0,0.0,84.0,45.57,84.0,0.13,1007.0,0.5,191.0,1.4,238.6144624791992,20.0,180.0
2020-01-08 14:00:00,2020,1,8,14,0,4.9,29.0,448.0,66.0,4.0,-1.9,31.0,151.0,86.0,44.0,61.31,85.2,0.13,1006.0,0.4,197.0,3.0,120.30311699532956,20.0,180.0
2020-01-08 15:00:00,2020,1,8,15,0,7.6,53.0,768.0,252.0,0.0,-1.5,53.0,768.0,0.0,252.0,52.42,74.98,0.13,1006.0,0.4,185.0,3.5,129.71146203839828,20.0,180.0
2020-01-08 16:00:00,2020,1,8,16,0,10.7,66.0,890.0,426.0,0.0,-0.3,66.0,890.0,0.0,426.0,46.47,66.13,0.13,1006.0,0.4,172.0,3.7,141.03751961177346,20.0,180.0
2020-01-08 17:00:00,2020,1,8,17,0,14.1,75.0,942.0,554.0,0.0,-1.5,75.0,942.0,0.0,554.0,33.98,59.41,0.13,1005.0,0.4,177.0,5.5,154.70071528269148,20.0,180.0
2020-01-08 18:00:00,2020,1,8,18,0,15.7,78.0,961.0,621.0,0.0,-2.0,78.0,961.0,0.0,621.0,29.69,55.62,0.13,1003.0,0.5,176.0,6.0,170.54204586230674,20.0,180.0
2020-01-08 19:00:00,2020,1,8,19,0,16.6,79.0,953.0,620.0,0.0,-1.6,79.0,953.0,0.0,620.0,28.91,55.39,0.13,1001.0,0.6,176.0,6.1,187.39177706126569,20.0,180.0
2020-01-08 20:00:00,2020,1,8,20,0,17.0,77.0,919.0,554.0,0.0,-0.7,85.0,876.0,0.0,540.0,29.94,58.74,0.13,1000.0,0.7,176.0,6.2,203.4489832706259,20.0,180.0
2020-01-08 21:00:00,2020,1,8,21,0,16.7,77.0,829.0,426.0,0.0,0.3,78.0,815.0,0.0,421.0,33.01,65.13,0.13,1000.0,0.9,175.0,6.0,217.41832732730788,20.0,180.0
2020-01-08 22:00:00,2020,1,8,22,0,15.2,63.0,689.0,256.0,0.0,1.8,63.0,689.0,0.0,256.0,40.39,73.75,0.13,999.0,1.0,173.0,4.9,229.0285436336478,20.0,180.0
2020-01-08 23:00:00,2020,1,8,23,0,13.1,36.0,386.0,77.0,0.0,3.3,36.0,386.0,0.0,77.0,51.45,83.85,0.13,999.0,1.3,169.0,4.3,238.6554847225529,20.0,180.0
2020-01-09 14:00:00,2020,1,9,14,0,14.1,36.0,180.0,51.0,6.0,13.3,16.0,0.0,100.0,16.0,94.89,85.2,0.13,996.0,2.7,180.0,4.4,120.13487985584676,20.0,180.0
2020-01-09 15:00:00,2020,1,9,15,0,15.0,77.0,513.0,210.0,7.0,14.0,47.0,0.0,43.0,47.0,93.7,74.95,0.13,997.0,2.9,179.0,4.6,129.54030092910807,20.0,180.0
2020-01-09 16:00:00,2020,1,9,16,0,15.8,98.0,668.0,369.0,7.0,14.6,76.0,0.0,0.0,76.0,92.8,66.07,0.13,997.0,3.1,180.0,4.8,140.8645552988944,20.0,180.0
2020-01-09 17:00:00,2020,1,9,17,0,16.5,109.0,743.0,488.0,7.0,15.2,124.0,7.0,0.0,128.0,92.06,59.32,0.13,996.0,3.2,183.0,4.8,154.53477011358837,20.0,180.0
2020-01-09 18:00:00,2020,1,9,18,0,17.3,118.0,767.0,552.0,7.0,15.8,63.0,0.0,0.0,63.0,90.62,55.5,0.13,994.0,3.2,185.0,4.7,170.40100372844483,20.0,180.0
2020-01-09 19:00:00,2020,1,9,19,0,18.0,119.0,768.0,557.0,7.0,16.3,109.0,0.0,0.0,109.0,90.02,55.24,0.13,993.0,3.1,184.0,4.6,187.29468419533683,20.0,180.0
2020-01-09 20:00:00,2020,1,9,20,0,18.8,111.0,750.0,502.0,7.0,16.9,157.0,89.0,0.0,203.0,88.93,58.58,0.13,992.0,3.0,182.0,4.6,203.4022951127324,20.0,180.0
2020-01-09 21:00:00,2020,1,9,21,0,19.4,101.0,683.0,390.0,7.0,17.5,155.0,138.0,0.0,213.0,88.6,64.97,0.13,992.0,2.9,180.0,4.5,217.41426450307745,20.0,180.0
2020-01-09 22:00:00,2020,1,9,22,0,19.4,77.0,571.0,238.0,7.0,17.8,93.0,41.0,29.0,105.0,90.45,73.59,0.13,992.0,2.7,178.0,4.1,229.055042400818,20.0,180.0
2020-01-09 23:00:00,2020,1,9,23,0,18.1,40.0,289.0,72.0,0.0,17.8,31.0,160.0,36.0,49.0,98.1,83.69,0.13,992.0,2.6,179.0,3.7,238.70331128696816,20.0,180.0
2020-01-10 14:00:00,2020,1,10,14,0,18.6,30.0,275.0,53.0,0.0,18.1,30.0,275.0,0.0,53.0,97.14,85.19,0.13,991.0,3.5,166.0,5.4,119.9621968641693,20.0,180.0
2020-01-10 15:00:00,2020,1,10,15,0,19.4,65.0,565.0,212.0,4.0,18.7,26.0,0.0,61.0,26.0,95.49,74.91,0.13,991.0,3.8,168.0,5.6,129.36532281838714,20.0,180.0
2020-01-10 16:00:00,2020,1,10,16,0,20.3,86.0,695.0,369.0,4.0,19.1,42.0,0.0,14.0,42.0,93.0,66.01,0.13,991.0,3.9,169.0,5.5,140.68866763414997,20.0,180.0
2020-01-10 17:00:00,2020,1,10,17,0,20.9,100.0,756.0,487.0,4.0,19.4,76.0,0.0,7.0,76.0,90.98,59.22,0.13,990.0,3.9,168.0,5.7,154.36731499726852,20.0,180.0
2020-01-10 18:00:00,2020,1,10,18,0,21.5,107.0,785.0,553.0,4.0,19.5,32.0,0.0,4.0,32.0,88.22,55.37,0.13,988.0,3.8,166.0,6.2,170.26052450121028,20.0,180.0
2020-01-10 19:00:00,2020,1,10,19,0,21.9,104.0,796.0,560.0,4.0,19.4,69.0,0.0,0.0,69.0,85.84,55.08,0.13,986.0,3.6,161.0,6.7,187.20055690177608,20.0,180.0
2020-01-10 20:00:00,2020,1,10,20,0,22.2,99.0,773.0,504.0,8.0,19.3,87.0,5.0,0.0,90.0,83.64,58.41,0.13,984.0,3.7,159.0,7.2,203.3605568630062,20.0,180.0
2020-01-10 21:00:00,2020,1,10,21,0,21.9,98.0,675.0,386.0,3.0,19.2,73.0,7.0,4.0,76.0,84.49,64.79,0.13,984.0,3.8,159.0,7.1,217.4163021825184,20.0,180.0
2020-01-10 22:00:00,2020,1,10,22,0,21.1,84.0,507.0,229.0,6.0,19.1,42.0,1.0,29.0,42.0,88.1,73.42,0.13,983.0,4.0,156.0,7.2,229.0881402437303,20.0,180.0
2020-01-10 23:00:00,2020,1,10,23,0,20.3,45.0,199.0,67.0,9.0,19.0,16.0,0.0,100.0,16.0,92.48,83.53,0.13,983.0,4.0,159.0,7.6,238.75794510902983,20.0,180.0
2020-01-11 14:00:00,2020,1,11,14,0,-0.3,36.0,196.0,53.0,0.0,-4.2,32.0,165.0,25.0,46.0,74.81,85.15,0.13,1000.0,1.5,321.0,5.9,119.78515832570928,20.0,180.0
2020-01-11 15:00:00,2020,1,11,15,0,-0.3,83.0,520.0,219.0,4.0,-4.8,60.0,208.0,0.0,114.0,71.4,74.87,0.13,1001.0,1.4,316.0,5.4,129.1866089084042,20.0,180.0
2020-01-11 16:00:00,2020,1,11,16,0,0.7,101.0,706.0,389.0,4.0,-5.3,103.0,4.0,0.0,105.0,64.37,65.94,0.13,1002.0,1.3,313.0,5.5,140.50992727017675,20.0,180.0
2020-01-11 17:00:00,2020,1,11,17,0,2.1,102.0,822.0,524.0,4.0,-5.0,200.0,50.0,0.0,226.0,59.36,59.12,0.13,1002.0,1.1,311.0,5.6,154.1984109951586,20.0,180.0
2020-01-11 18:00:00,2020,1,11,18,0,3.5,95.0,893.0,604.0,4.0,-4.3,161.0,1.0,0.0,162.0,56.71,55.23,0.13,1002.0,1.0,311.0,5.5,170.12066767413842,20.0,180.0
2020-01-11 19:00:00,2020,1,11,19,0,4.9,85.0,925.0,617.0,0.0,-3.4,157.0,611.0,0.0,508.0,54.92,54.92,0.13,1001.0,0.8,312.0,5.2,187.1094613301942,20.0,180.0
2020-01-11 20:00:00,2020,1,11,20,0,5.9,76.0,925.0,563.0,0.0,-2.6,76.0,925.0,0.0,563.0,54.24,58.23,0.13,1000.0,0.7,316.0,4.6,203.32383407158235,20.0,180.0
2020-01-11 21:00:00,2020,1,11,21,0,6.2,65.0,888.0,446.0,0.0,-2.2,65.0,888.0,0.0,446.0,54.97,64.61,0.13,1000.0,0.7,318.0,3.7,217.4244895099064,20.0,180.0
2020-01-11 22:00:00,2020,1,11,22,0,5.6,52.0,790.0,280.0,0.0,-1.7,52.0,790.0,0.0,280.0,59.18,73.24,0.13,1000.0,0.6,316.0,2.5,229.12786175526537,20.0,180.0
2020-01-11 23:00:00,2020,1,11,23,0,3.0,32.0,532.0,94.0,0.0,-0.7,32.0,532.0,0.0,94.0,76.93,83.35,0.13,1001.0,0.6,315.0,1.0,238.8193861832292,20.0,180.0
2020-01-12 14:00:00,2020,1,12,14,0,0.1,30.0,384.0,63.0,4.0,-1.3,29.0,154.0,64.0,42.0,90.26,85.13,0.13,1002.0,0.7,158.0,3.2,119.6038523958846,20.0,180.0
2020-01-12 15:00:00,2020,1,12,15,0,2.6,57.0,711.0,243.0,7.0,-0.5,75.0,464.0,0.0,196.0,79.83,74.82,0.13,1003.0,0.8,161.0,3.5,129.0042373428118,20.0,180.0
2020-01-12 16:00:00,2020,1,12,16,0,5.2,72.0,839.0,415.0,7.0,0.3,140.0,436.0,0.0,318.0,70.61,65.86,0.13,1003.0,0.8,164.0,3.9,140.3284010290758,20.0,180.0
2020-01-12 17:00:00,2020,1,12,17,0,7.6,81.0,896.0,542.0,7.0,1.1,195.0,401.0,0.0,401.0,63.35,59.01,0.13,1002.0,0.9,171.0,4.4,154.02811502793122,20.0,180.0
2020-01-12 18:00:00,2020,1,12,18,0,9.6,87.0,918.0,612.0,7.0,1.9,194.0,532.0,0.0,498.0,58.68,55.09,0.13,1000.0,0.9,185.0,4.5,169.9814891919716,20.0,180.0
2020-01-12 19:00:00,2020,1,12,19,0,11.2,86.0,919.0,616.0,0.0,2.9,86.0,919.0,0.0,616.0,56.55,54.75,0.13,1000.0,1.0,202.0,4.6,187.02146132604,20.0,180.0
2020-01-12 20:00:00,2020,1,12,20,0,12.3,81.0,897.0,556.0,0.0,3.8,81.0,897.0,0.0,556.0,56.01,58.05,0.13,999.0,1.0,210.0,4.7,203.2921907389132,20.0,180.0
2020-01-12 21:00:00,2020,1,12,21,0,12.6,78.0,824.0,434.0,0.0,4.5,78.0,824.0,0.0,434.0,57.78,64.43,0.13,999.0,1.0,208.0,4.4,217.43887400711128,20.0,180.0
2020-01-12 22:00:00,2020,1,12,22,0,11.4,65.0,704.0,270.0,0.0,5.6,65.0,704.0,0.0,270.0,67.42,73.06,0.13,999.0,1.0,199.0,2.7,229.1742295915974,20.0,180.0
2020-01-12 23:00:00,2020,1,12,23,0,8.4,38.0,423.0,88.0,7.0,5.5,43.0,175.0,89.0,64.0,82.15,83.19,0.13,999.0,1.1,185.0,1.9,238.88763239944467,20.0,180.0
2020-01-13 14:00:00,2020,1,13,14,0,5.3,36.0,254.0,58.0,0.0,4.9,36.0,254.0,0.0,58.0,97.16,85.1,0.14,1002.0,1.1,144.0,3.0,119.41836552026882,20.0,180.0
2020-01-13 15:00:00,2020,1,13,15,0,6.3,74.0,592.0,230.0,3.0,5.7,43.0,239.0,11.0,106.0,95.64,74.76,0.14,1002.0,1.1,142.0,2.9,128.81828379655514,20.0,180.0
2020-01-13 16:00:00,2020,1,13,16,0,8.3,98.0,725.0,396.0,7.0,7.1,51.0,0.0,89.0,51.0,92.24,65.77,0.14,1003.0,1.2,140.0,3.1,140.14415266357827,20.0,180.0
2020-01-13 17:00:00,2020,1,13,17,0,11.5,110.0,801.0,524.0,7.0,9.1,65.0,0.0,75.0,65.0,85.28,58.89,0.14,1002.0,1.2,148.0,3.7,153.85648080948386,20.0,180.0
2020-01-13 18:00:00,2020,1,13,18,0,14.7,121.0,816.0,590.0,7.0,10.5,179.0,10.0,25.0,185.0,75.93,54.94,0.14,1000.0,1.3,164.0,4.3,169.84304251564322,20.0,180.0
2020-01-13 19:00:00,2020,1,13,19,0,16.8,114.0,833.0,597.0,7.0,11.0,216.0,33.0,18.0,235.0,68.53,54.58,0.14,999.0,1.4,178.0,4.4,186.93661951384937,20.0,180.0
2020-01-13 20:00:00,2020,1,13,20,0,17.9,108.0,811.0,539.0,7.0,11.3,241.0,183.0,0.0,338.0,65.33,57.86,0.14,998.0,1.4,187.0,4.5,203.26569027175896,20.0,180.0
