bandgap,wl,pero,si
1.51,650,0.856838737677162,0.0624457553552056
1.51,660,0.85221666367219,0.0741253476154266
1.51,670,0.844390754750851,0.088182979609531
1.51,680,0.833074820435145,0.104371834782129
1.51,690,0.817633339408295,0.122482776942664
1.51,700,0.804064938880412,0.136284171538663
1.51,710,0.78616508883058,0.152190669777184
1.51,720,0.769344804541716,0.167639839443206
1.51,730,0.755639560389944,0.18071391211761
1.51,740,0.745021317847679,0.191853012216286
1.51,750,0.736064735859919,0.202660372113083
1.51,760,0.728467873400007,0.212904622962888
1.51,770,0.720721784556854,0.223608289224725
1.51,780,0.711048936683755,0.235958332702143
1.51,790,0.706893030922206,0.242274546561345
1.51,800,0.694699834065551,0.255686912030009
1.51,810,0.661134283337718,0.290012228762498
1.51,820,0.563489818399085,0.388378145510558
1.51,830,0.361183040953643,0.590072291823785
1.51,840,0.167167284461887,0.781036273193776
1.51,850,0.0546070349253912,0.889917223816214
1.51,860,0.0083283670678992,0.933258389824871
1.51,870,-6.432346134671061e-17,0.939789176474386
1.51,880,-1.60668611988719e-17,0.938741227084218
1.51,890,-3.2110855016332403e-17,0.937963393402741
1.51,900,5.34709212431898e-18,0.937029972404285
1.51,910,5.873309063847411e-17,0.936956271433811
1.51,920,8.3151668296853e-21,0.934491881700976
1.51,930,-2.12729419738236e-17,0.931539703070547
1.51,940,-1.59356195007014e-17,0.930094512743696
1.51,950,-3.7434451033983604e-17,0.926275355290189
1.51,960,2.1485703111643e-17,0.924052604932371
1.51,970,2.13994020467406e-17,0.91642189462226
1.51,980,-6.46155050266042e-17,0.908315731372209
1.51,990,2.10724875015039e-17,0.896768010294483
1.51,1000,-1.62603653559683e-17,0.882157241592039
1.51,1010,1.2409810570422199e-18,0.857526642457885
1.51,1020,-5.0674615718116e-18,0.827243076764612
1.51,1030,-2.14877255759437e-17,0.803888050547125
1.51,1040,-2.09858636057381e-17,0.767024505690028
1.51,1050,1.2475690602439901e-17,0.729089113762435
1.51,1060,4.3817808889587396e-18,0.658899773089882
1.51,1070,9.48419667368166e-17,0.591033466396725
1.51,1080,8.90203576231354e-18,0.562695650532446
1.51,1090,2.43943150363859e-17,0.494618374692875
1.51,1100,-9.94727516363936e-18,0.490817136553279
1.51,1110,1.72081036545404e-17,0.365126818323905
1.51,1120,-3.70115694544572e-17,0.337105959531236
1.51,1130,1.24808586322131e-17,0.288130218169294
1.51,1140,4.53250512225653e-17,0.21448487000483
1.51,1150,-5.74147746703048e-17,0.156723377753793
1.51,1160,2.27787209965721e-17,0.0992388364368048
1.51,1170,4.7818225086391e-17,0.056048465220768
1.51,1180,-1.54495407584603e-17,0.0157507140363513
1.51,1190,-1.51220517973583e-17,0.0095244371111285
1.51,1200,1.86667381252482e-17,0.0049333025305878
1.51,1210,-2.18499153384986e-17,0.0029995313829355
1.51,1220,-4.51462574484693e-17,0.0018589794181504
1.51,1230,5.6455183251613594e-18,0.0011375267073369
1.51,1240,-1.55682045802783e-17,0.0006271379938065
1.52,300,0.0398444003161201,1.35164845393557e-10
1.52,310,0.0671403455878168,3.13571475413983e-10
1.52,320,0.103809946454446,6.67384242784221e-10
1.52,330,0.137863263890364,1.6803649746564902e-09
1.52,340,0.161673957092754,3.58196366742441e-09
1.52,350,0.203824979264396,5.926335767731461e-09
1.52,360,0.275489195505491,6.3384638824626e-09
1.52,370,0.364311936071475,6.34729930578219e-09
1.52,380,0.460521920550547,5.16626742174853e-09
1.52,390,0.549759658988992,3.5000751882505304e-09
1.52,400,0.622715984889379,3.2693335242564e-09
1.52,410,0.669552668592605,4.2183812749321e-09
1.52,420,0.691873333869856,7.749655774898411e-09
1.52,430,0.701406746956323,2.35812739355004e-08
1.52,440,0.705604268603006,9.22365902982712e-08
1.52,450,0.71218546424155,4.45803271385016e-07
1.52,460,0.725553836018144,2.25637244469254e-06
1.52,470,0.743273064344707,1.05570449290522e-05
1.52,480,0.759558391280368,3.22457644359752e-05
1.52,490,0.77419896954044,6.71831833954141e-05
1.52,500,0.790599607757936,0.0001040652288938
1.52,510,0.810899866057763,0.0001288512275072
1.52,520,0.833280775009688,0.0001540150560184
1.52,530,0.851203595261917,0.0002005376272538
1.52,540,0.862044544849868,0.0003148527522709
1.52,550,0.867527406752511,0.0005604036760723
1.52,560,0.870409562153811,0.0012117126431943
1.52,570,0.874226947049927,0.0028280412683575
1.52,580,0.877616141230947,0.0054251301416196
1.52,590,0.879491268519783,0.0094738363584858
1.52,600,0.87815045504279,0.0153356473293348
1.52,610,0.873252835189789,0.0233849959065221
1.52,620,0.865910108277926,0.0335158488836312
1.52,630,0.860966118465355,0.0441095684639868
1.52,640,0.857226334496131,0.0554570996596627
1.52,650,0.853107507626927,0.06694370582497
1.52,660,0.847710824021785,0.0794647594683677
1.52,670,0.838667551568467,0.0948809859866118
1.52,680,0.826968707295666,0.111175828015446
1.52,690,0.811963750458063,0.128692913413177
1.52,700,0.797874554484607,0.142234701991063
1.52,710,0.780251273551999,0.157997290551094
1.52,720,0.763858045317238,0.173062643707323
1.52,730,0.752540207114865,0.183757474153418
1.52,740,0.740837042529148,0.196035881252544
1.52,750,0.733428242745174,0.205381668776009
1.52,760,0.724808155374998,0.216652451045671
1.52,770,0.715420275435549,0.22896796946023
1.52,780,0.709487335641617,0.237311500257955
1.52,790,0.701003143755467,0.247814929954593
1.52,800,0.683155267320368,0.267074136983254
1.52,810,0.623749963322582,0.327481300366912
1.52,820,0.463216270309501,0.488649107966904
1.52,830,0.249054396995699,0.701485045458834
1.52,840,0.0969667491622651,0.850267310535216
1.52,850,0.0217473330579712,0.922062395992856
1.52,860,3.61336633443942e-08,0.941215691808819
1.52,870,1.0715352541321e-17,0.939657502450467
1.52,880,-1.07106793686065e-17,0.938705877838834
1.52,890,1.07051382569662e-17,0.938042813341088
1.52,900,4.8120024408354304e-17,0.937099442337085
1.52,910,7.47592036983942e-17,0.937018471133553
1.52,920,-1.59826889226935e-17,0.934593042410921
1.52,930,-4.2555498858094404e-17,0.931582922433965
1.52,940,-4.790754677385e-17,0.92984591654478
1.52,950,-2.13407483103199e-17,0.927190712578957
1.52,960,-9.07200446979999e-17,0.923388117909951
1.52,970,6.43315134015104e-17,0.916057811693622
1.52,980,4.3700416159035604e-17,0.9110096024368
1.52,990,4.76513143547559e-17,0.895307029325982
1.52,1000,1.16170418324712e-17,0.874596495867124
1.52,1010,-1.15664681462849e-17,0.852534812336207
1.52,1020,-5.96733217706699e-17,0.825132725641472
1.52,1030,-6.250679512019731e-17,0.788873237564613
1.52,1040,-6.176763828057381e-17,0.772316243785909
1.52,1050,-9.89424692028004e-17,0.716720224245733
1.52,1060,-6.6084860920474295e-18,0.616075558214582
1.52,1070,-2.15895277531049e-18,0.602619721334711
1.52,1080,-4.7422959049362704e-17,0.562603880564328
1.52,1090,-1.7893558410827602e-17,0.503037035428816
1.52,1100,8.579068917011e-18,0.418693123369903
1.52,1110,4.9137060214566205e-17,0.415398728574352
1.52,1120,2.37723572841209e-17,0.328805354357477
1.52,1130,-4.3999182888623e-18,0.283717737032938
1.52,1140,-5.64938120469649e-18,0.222139011892538
1.52,1150,-6.3914747015589e-17,0.168299000669373
1.52,1160,3.51907181699123e-17,0.110340358616555
1.52,1170,-2.3891488648843902e-17,0.0580957753176224
1.52,1180,-3.2189159238492504e-17,0.0164654725401226
1.52,1190,5.64208391822233e-17,0.0095928192390718
1.52,1200,-2.45925406933279e-17,0.0052867711284213
1.52,1210,2.25137795366994e-17,0.0033772097125886
1.52,1220,8.67090474292379e-18,0.0020685744090961
1.52,1230,3.5443515820398e-17,0.001044083022146
1.52,1240,4.10271992748388e-17,0.0005917559849805
1.53,300,0.0396519846060936,8.6876663303026e-11
1.53,310,0.0670019845777347,2.04715172107166e-10
1.53,320,0.10379126846094,5.58022382547267e-10
1.53,330,0.137778311329271,1.5277524872208501e-09
1.53,340,0.161325712114988,3.2078804049783605e-09
1.53,350,0.202828519800471,3.8806007578448505e-09
1.53,360,0.273875211926677,3.2064721504230403e-09
1.53,370,0.363516487657238,3.0271906435186403e-09
1.53,380,0.461584267596338,2.2922570972271603e-09
1.53,390,0.553231044873224,1.9209340584624203e-09
1.53,400,0.626912452090757,2.39367742947375e-09
1.53,410,0.672862970338645,4.32638100484188e-09
1.53,420,0.694449620231367,1.02175522232737e-08
1.53,430,0.703506104503812,4.16574481785857e-08
1.53,440,0.707058514314498,1.63944206554422e-07
1.53,450,0.713601330930489,9.0094959195266e-07
1.53,460,0.727279372396412,4.87567495626554e-06
1.53,470,0.74471844348479,1.76843584574419e-05
1.53,480,0.760736152030502,4.35247028372809e-05
1.53,490,0.775390964610865,8.06093518375354e-05
1.53,500,0.790595610688225,0.0001034934785022
1.53,510,0.810485210673294,0.0001257503669742
1.53,520,0.832464550615575,0.0001548513258203
1.53,530,0.850436964393383,0.0002234793535756
1.53,540,0.86162953907663,0.0003801486451709
1.53,550,0.86739046400252,0.0007554379936546
1.53,560,0.871475660374993,0.00179991745168
1.53,570,0.87509414972138,0.003816286426006
1.53,580,0.877887123053066,0.0069559089939362
1.53,590,0.879052775198397,0.0116442051288749
1.53,600,0.876502879305753,0.0186020032156491
1.53,610,0.870058984996381,0.0276598909575103
1.53,620,0.862484706178401,0.0375230872211522
1.53,630,0.857241566417218,0.0483533810793205
1.53,640,0.853806591464519,0.0594759985377515
1.53,650,0.849860580056149,0.0709270679658738
1.53,660,0.843219723082439,0.0847690005061382
1.53,670,0.833403644030334,0.100971842003149
1.53,680,0.820456194320748,0.118412311914268
1.53,690,0.808691742269327,0.132379517937154
1.53,700,0.791254004238971,0.148789869981265
1.53,710,0.774524612057271,0.163712616824743
1.53,720,0.760162908144984,0.176690826304874
1.53,730,0.748407661354008,0.187837739068795
1.53,740,0.738100657719115,0.198774859447228
1.53,750,0.729932045239047,0.208927252699871
1.53,760,0.722262301543905,0.219238889298829
1.53,770,0.713627750016482,0.230516123725654
1.53,780,0.708359092502586,0.238276174433921
1.53,790,0.695340955681676,0.253333549446288
1.53,800,0.660844737186066,0.28912762910577
1.53,810,0.554783597367148,0.396480870706015
1.53,820,0.348928144289924,0.602828729782815
1.53,830,0.158144857873095,0.79157621616704
1.53,840,0.0524394196740512,0.894041973898297
1.53,850,0.005366113683544,0.937896524419544
1.53,860,5.36507602303466e-18,0.940967503566055
1.53,870,-1.97136161837256e-21,0.939537700130596
1.53,880,1.6072837086653602e-17,0.938655668373919
1.53,890,6.422538820207661e-17,0.938077482440106
1.53,900,1.06987205469362e-17,0.937167252814127
1.53,910,5.34534008633969e-18,0.937089190259716
1.53,920,-5.861387492096081e-17,0.934432981790893
1.53,930,-2.1289306562982e-17,0.931735871934481
1.53,940,6.38891705471691e-17,0.929673091850843
1.53,950,-3.73556345446414e-17,0.926756116822862
1.53,960,-3.2001667424849404e-17,0.921791460053844
1.53,970,-2.13041181511274e-17,0.918247429971216
1.53,980,-1.5484993608411e-17,0.906782058390513
1.53,990,-6.18321748172652e-18,0.89128839408882
1.53,1000,3.97819836101314e-17,0.885874945345754
1.53,1010,2.03050393852551e-17,0.858081142408755
1.53,1020,3.31625979644956e-17,0.829612826808654
1.53,1030,-3.4563342269007904e-17,0.794666947754036
1.53,1040,5.5463670202872996e-17,0.761740283438682
1.53,1050,-1.6634630793920502e-17,0.72933975304717
1.53,1060,-4.4017394593851603e-17,0.687523289208522
1.53,1070,4.17210245193145e-17,0.588416570841876
1.53,1080,1.61761821849043e-17,0.539285307718524
1.53,1090,2.5337187704273402e-17,0.472753530409175
1.53,1100,2.62169659066269e-17,0.459452773379794
1.53,1110,-1.98666557658841e-17,0.414395280725873
1.53,1120,3.27330368552954e-17,0.336401801347083
1.53,1130,3.09192460400605e-17,0.25986772667595
1.53,1140,8.73842781603944e-17,0.208621037217033
1.53,1150,-1.34400996902232e-18,0.145730389237105
1.53,1160,-2.67529105609873e-17,0.106595993988104
1.53,1170,-1.22090330625723e-17,0.0529165214890006
1.53,1180,-3.71332239887607e-17,0.0164921803049602
1.53,1190,2.72604680192746e-17,0.0086368038067103
1.53,1200,7.97530835766695e-17,0.0052653998787821
1.53,1210,-8.71127691917651e-18,0.0031038242651823
1.53,1220,8.36603992161466e-17,0.0016738022165571
1.53,1230,5.88466766523636e-17,0.00110927079042
1.53,1240,-3.61650324304697e-17,0.0005500994605323
1.54,300,0.0395202177163963,5.3540444562606093e-11
1.54,310,0.0669637923581307,1.62147453120691e-10
1.54,320,0.103854834291201,5.30987208086476e-10
1.54,330,0.137693355159035,1.4367403525341301e-09
1.54,340,0.160404063118058,2.2777544774242804e-09
1.54,350,0.201528293270751,2.30492720925781e-09
1.54,360,0.272747142686054,1.6078410984407102e-09
1.54,370,0.363249739114857,1.2503994526111e-09
1.54,380,0.463769005138575,1.2659641533324302e-09
1.54,390,0.557647809488333,1.4156352650384e-09
1.54,400,0.630600133640164,2.12570872987171e-09
1.54,410,0.675719513366839,4.40994920083795e-09
1.54,420,0.697068933130143,1.57744281366525e-08
1.54,430,0.704926457493654,6.23843815958722e-08
1.54,440,0.708519142272407,3.18658063538421e-07
1.54,450,0.715029372376689,1.75040160850125e-06
1.54,460,0.72848844621437,8.43855458199225e-06
1.54,470,0.745862278090075,2.57691335807406e-05
1.54,480,0.761583749459859,5.40546372865796e-05
1.54,490,0.775398978088142,8.19181735427939e-05
1.54,500,0.790484697533753,0.0001030260313659
1.54,510,0.809829675157145,0.0001229662262078
1.54,520,0.831616344416107,0.0001636916239776
1.54,530,0.849819487431088,0.0002664161892834
1.54,540,0.861267584672171,0.0004868968654113
1.54,550,0.867648036401236,0.0010882121629056
1.54,560,0.872487606655863,0.0025837524193288
1.54,570,0.875525235665193,0.0049797374024748
1.54,580,0.877717311966079,0.0087823031589698
1.54,590,0.878098725398223,0.0143399751974666
1.54,600,0.87442333998573,0.0219751195383642
1.54,610,0.867000220004984,0.0315945256375203
1.54,620,0.858843091073632,0.0416663088198087
1.54,630,0.85343324192489,0.0525955267607657
1.54,640,0.850107001245014,0.0636786943242266
1.54,650,0.84552821658197,0.0759146469708742
1.54,660,0.837788847577311,0.0909947348093465
1.54,670,0.827411715963222,0.107627860342675
1.54,680,0.814803611274523,0.124791760094001
1.54,690,0.802956922898232,0.138489018143777
1.54,700,0.785730116575473,0.154341516229338
1.54,710,0.769384188784819,0.168821395960297
1.54,720,0.757462329637979,0.17929680638763
1.54,730,0.744488434185664,0.191694046679438
1.54,740,0.736146616872328,0.200740625106624
1.54,750,0.726346936113149,0.212538542483575
1.54,760,0.717260845514752,0.224212676871696
1.54,770,0.711613044366213,0.232316935747808
1.54,780,0.701199105140095,0.245126992213942
1.54,790,0.684619324895966,0.263688448865311
1.54,800,0.621348761594549,0.328531322790636
1.54,810,0.455221019892876,0.49607408117032
1.54,820,0.239619330908153,0.711813526332168
1.54,830,0.0920531305462758,0.856930652382061
1.54,840,0.0162963484054063,0.929471003167366
1.54,850,5.15889436005086e-09,0.942866067312361
1.54,860,2.68147570650302e-17,0.940760594418356
1.54,870,-5.36063771756924e-18,0.939398103963242
1.54,880,-1.0712525623631401e-17,0.938631503702017
1.54,890,-5.35219547270045e-17,0.938111975387226
1.54,900,3.2076049992412204e-17,0.937233376838409
1.54,910,2.66971204978756e-17,0.937239269935031
1.54,920,-7.993297089470121e-17,0.934672735962095
1.54,930,-4.25660280399577e-17,0.932038837776591
1.54,940,-1.55900762230506e-20,0.930221798597992
1.54,950,4.80140226955743e-17,0.9273013510534
1.54,960,3.2152092487610904e-17,0.924461363013437
1.54,970,4.84233752725166e-17,0.916932210268605
1.54,980,-4.2243887153536e-17,0.910505358779226
1.54,990,-2.7055692767653998e-17,0.89219407281063
1.54,1000,-2.09582453554076e-17,0.879693843627472
1.54,1010,-2.44693290960402e-17,0.86507310163894
1.54,1020,8.986207799364849e-18,0.845627778773321
1.54,1030,-2.89432060842421e-18,0.790129971053635
1.54,1040,2.7266308482841e-17,0.76201329384449
1.54,1050,-3.94089453657285e-17,0.725856941385027
1.54,1060,5.56229175930797e-17,0.662891469458902
1.54,1070,3.44113631557047e-17,0.603919673345072
1.54,1080,-1.13367940916887e-17,0.523714297902036
1.54,1090,-2.62792832296081e-17,0.478748762825523
1.54,1100,4.0326522312320997e-17,0.456688721093416
1.54,1110,9.86907904223048e-17,0.363498338394687
1.54,1120,9.860470405158309e-18,0.327976108091878
1.54,1130,9.662274055711899e-17,0.285174850196801
1.54,1140,1.00623048357679e-17,0.204258080943211
1.54,1150,6.5713912145068695e-18,0.147856131882441
1.54,1160,8.21455466258998e-17,0.0975102864379059
1.54,1170,3.17442364751301e-17,0.0508420814319627
1.54,1180,2.06513452446844e-17,0.0162863598454668
1.54,1190,-2.20935216287601e-17,0.0089365547505956
1.54,1200,-4.79392933180435e-17,0.0047611803716766
1.54,1210,-9.529594576505899e-17,0.0027522806360075
1.54,1220,1.8792622475573802e-17,0.0018213481767886
1.54,1230,2.5322394051684e-17,0.0010632078240578
1.54,1240,2.4347636375802e-17,0.0006052139449061
1.55,300,0.0394707844905419,3.53293479741038e-11
1.55,310,0.0669487796715781,1.31819405821236e-10
1.55,320,0.103772973871088,4.819982142021201e-10
1.55,330,0.137355278996641,1.2404837244552701e-09
1.55,340,0.159561485393777,1.4838788269792801e-09
1.55,350,0.200192387509042,1.1630881212073e-09
1.55,360,0.271894468777023,7.82375527504698e-10
1.55,370,0.363918478844406,5.397107522812031e-10
1.55,380,0.466938185655075,6.55440781616045e-10
1.55,390,0.562184837937476,1.0716553812585901e-09
1.55,400,0.634780671348959,2.28482398881805e-09
1.55,410,0.678747871341276,5.98692096523843e-09
1.55,420,0.699162474593144,2.7345381385486e-08
1.55,430,0.706514593748887,1.17025364313982e-07
1.55,440,0.709931846996189,6.75162439368037e-07
1.55,450,0.716545185855386,3.76016079198583e-06
1.55,460,0.729692276039125,1.38773931400891e-05
1.55,470,0.746807154414927,3.43730085208884e-05
1.55,480,0.762606847664693,6.44702769633938e-05
1.55,490,0.775487629511167,8.23763729466998e-05
1.55,500,0.790062295141587,0.0001001402440508
1.55,510,0.809125559741168,0.0001245292033615
1.55,520,0.830909265903897,0.000183961408256
1.55,530,0.84934033928364,0.0003214319554635
1.55,540,0.861034828754523,0.000661846256292
1.55,550,0.868610194828272,0.0016180584986686
1.55,560,0.873129762914726,0.0034529118712915
1.55,570,0.875724588000651,0.0063649105730039
1.55,580,0.877357156186666,0.0107452887294776
1.55,590,0.876819627347219,0.0173241980485072
1.55,600,0.871680755599244,0.0259680655156934
1.55,610,0.863913591986032,0.0353619027759932
1.55,620,0.855267486337147,0.0456309181601793
1.55,630,0.850166959047469,0.0562423998131585
1.55,640,0.846874187226387,0.0674288184664917
1.55,650,0.841050393814142,0.0810005145362759
1.55,660,0.832592684152538,0.0970028076009587
1.55,670,0.821564832273976,0.113911105672112
1.55,680,0.812376794234792,0.128116754808345
1.55,690,0.796909323533376,0.144821420647825
1.55,700,0.780620959686386,0.159541454046684
1.55,710,0.765766954611652,0.172397568360179
1.55,720,0.753140809208335,0.183547967382018
1.55,730,0.741721877382238,0.194403054843451
1.55,740,0.732251322419178,0.204629359813269
1.55,750,0.724159554259273,0.214769102410798
1.55,760,0.715782457748899,0.225447558172616
1.55,770,0.709803477654906,0.233976920269246
1.55,780,0.696360579528181,0.249770154231359
1.55,790,0.66112567318813,0.28684219193346
1.55,800,0.549865693422009,0.39997530892422
1.55,810,0.341437535883938,0.610001797689583
1.55,820,0.153082715679984,0.797878267100662
1.55,830,0.0511340029980387,0.897273816888212
1.55,840,0.0038660909798684,0.941407652637185
1.55,850,1.0731113887769501e-17,0.942565187272581
1.55,860,-2.68148751323163e-17,0.940567721977816
1.55,870,2.14397619543579e-17,0.939179552981672
1.55,880,1.60728434079068e-17,0.938621316696576
1.55,890,-5.35271457449434e-18,0.938146178999831
1.55,900,2.67374467099656e-17,0.937297781592777
1.55,910,5.3392142674566204e-17,0.937202144643351
1.55,920,-3.73031807008493e-17,0.934894138104094
1.55,930,-2.66091277673459e-17,0.931864682834318
1.55,940,-2.1293543907504902e-17,0.929913850887717
1.55,950,-5.261252187706759e-18,0.928695205356208
1.55,960,-3.73926249952895e-17,0.924385364500896
1.55,970,-1.61323101407277e-17,0.91613026703827
1.55,980,-3.69105886571155e-17,0.908740105760697
1.55,990,-7.02761016961147e-17,0.90297124112019
1.55,1000,-1.63618907477234e-17,0.874862240307017
1.55,1010,7.28680527419392e-18,0.857585131871128
1.55,1020,-1.30973472182622e-17,0.836276062375588
1.55,1030,4.08407697444057e-17,0.796375697313381
1.55,1040,-5.1348433980743205e-17,0.756271534589081
1.55,1050,3.97778691592505e-17,0.709775963933639
1.55,1060,3.05297556416636e-17,0.632488000126363
1.55,1070,-9.333912642832731e-19,0.589901327917116
1.55,1080,3.54702687542834e-17,0.526598573658278
1.55,1090,-1.12613793819085e-17,0.5002471006619
1.55,1100,-1.7621339344172502e-17,0.449125325029354
1.55,1110,4.08975674676532e-17,0.386995073600036
1.55,1120,3.8076077809732304e-17,0.302180113226652
1.55,1130,8.245004756611259e-18,0.286781321489141
1.55,1140,1.13915938356929e-16,0.221127471910348
1.55,1150,2.80528846056737e-17,0.164499005536395
1.55,1160,5.09335589428606e-18,0.104890237643266
1.55,1170,-3.93652886875586e-17,0.0528485031858078
1.55,1180,-3.89330301867737e-17,0.0146895066631202
1.55,1190,5.75963607550676e-17,0.0093976590496136
